AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ,TestCaseID,WeekDay,Special,Day Weight,Function,Defect,mWeekDay,mSpecial
OnePlan,63,Fail,3/3/2016,STG2.0|for i in Age|list index out of range|looping,10063,Thursday,0,1,Register,Requirement,1,0
OnePlan,64,Pass,3/4/2016,0,10064,Friday,0,3,Cart Updation,0,3,0
OnePlan,65,Fail,3/5/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10065,Saturday,0,3,Tag,Functional,3,0
OnePlan,66,Pass,3/6/2016,0,10066,Sunday,0,4,End to End,0,4,0
OnePlan,67,Pass,3/7/2016,0,10067,Monday,0,1,Register,0,1,0
OnePlan,68,Pass,3/8/2016,0,10068,Tuesday,0,1,Tag,0,1,0
OnePlan,69,Pass,3/9/2016,0,10069,Wednesday,0,1,Subscribe,0,1,0
OnePlan,70,Pass,3/10/2016,0,10070,Thursday,0,1,login,0,1,0
OnePlan,71,Fail,3/11/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",10071,Friday,0,3,Unsubscribe,Environment,3,0
OnePlan,72,Pass,3/12/2016,0,10072,Saturday,0,3,Custom Badging,0,3,0
OnePlan,73,Fail,3/13/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10073,Sunday,0,4,Badging,Environment,4,0
OnePlan,74,Fail,3/14/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing",10074,Monday,0,1,End to End,Functional,1,0
OnePlan,75,Pass,3/15/2016,0,10075,Tuesday,0,1,Cart Updation,0,1,0
OnePlan,76,Pass,3/16/2016,0,10076,Wednesday,0,1,Badging,0,1,0
OnePlan,77,Pass,3/17/2016,0,10077,Thursday,0,1,Unsubscribe,0,1,0
OnePlan,78,Pass,3/18/2016,0,10078,Friday,0,3,Unsubscribe,0,3,0
OnePlan,79,Pass,3/19/2016,0,10079,Saturday,0,3,Tag,0,3,0
OnePlan,80,Pass,3/20/2016,0,10080,Sunday,0,4,login,0,4,0
OnePlan,81,Fail,3/21/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data",10081,Monday,0,1,Cart Updation,Environment,1,0
OnePlan,82,Fail,3/22/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10082,Tuesday,0,1,Register,Functional,1,0
OnePlan,83,Fail,3/23/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,10083,Wednesday,0,1,Cart Updation,Environment,1,0
OnePlan,84,Fail,3/24/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting",10084,Thursday,0,1,Badging,Environment,1,0
OnePlan,85,Fail,3/25/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10085,Friday,0,3,Custom Badging,Functional,3,0
OnePlan,86,Pass,3/26/2016,0,10086,Saturday,0,3,Promo,0,3,0
OnePlan,87,Pass,3/27/2016,0,10087,Sunday,0,4,Promo,0,4,0
OnePlan,88,Fail,3/28/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data",10088,Monday,0,1,Badging,Functional,1,0
OnePlan,89,Fail,3/29/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10089,Tuesday,0,1,login,Functional,1,0
OnePlan,90,Pass,3/30/2016,0,10090,Wednesday,0,1,Tag,0,1,0
OnePlan,91,Pass,3/31/2016,0,10091,Thursday,0,1,Badging,0,1,0
OnePlan,92,Pass,4/1/2016,0,10092,Friday,0,3,Subscribe,0,3,0
OnePlan,93,Pass,4/2/2016,0,10093,Saturday,0,3,Cart Updation,0,3,0
OnePlan,94,Pass,4/3/2016,0,10094,Sunday,0,4,Promo,0,4,0
OnePlan,95,Pass,4/4/2016,0,10095,Monday,0,1,Cart Updation,0,1,0
OnePlan,96,Pass,4/5/2016,0,10096,Tuesday,0,1,Custom Badging,0,1,0
OnePlan,97,Pass,4/6/2016,0,10097,Wednesday,0,1,Cart Updation,0,1,0
OnePlan,98,Fail,4/7/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10098,Thursday,0,1,Cart Updation,Requirement,1,0
OnePlan,99,Pass,4/8/2016,0,10099,Friday,0,3,Cart Updation,0,3,0
OnePlan,100,Pass,4/9/2016,0,10100,Saturday,0,3,End to End,0,3,0
OnePlan,101,Pass,4/10/2016,0,10101,Sunday,0,4,Register,0,4,0
OnePlan,102,Fail,4/11/2016,STG2.0|while var >! 0:  |invalid operator|validation,10102,Monday,0,1,Register,Functional,1,0
OnePlan,103,Pass,4/12/2016,0,10103,Tuesday,0,1,End to End,0,1,0
OnePlan,104,Pass,4/13/2016,0,10104,Wednesday,0,1,End to End,0,1,0
OnePlan,105,Pass,4/14/2016,0,10105,Thursday,0,1,Custom Badging,0,1,0
OnePlan,106,Pass,4/15/2016,0,10106,Friday,0,3,Cart Updation,0,3,0
OnePlan,107,Fail,4/16/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,10107,Saturday,0,3,Unsubscribe,Data,3,0
OnePlan,108,Pass,4/17/2016,0,10108,Sunday,0,4,login,0,4,0
OnePlan,109,Pass,4/18/2016,0,10109,Monday,0,1,End to End,0,1,0
OnePlan,110,Fail,4/19/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10110,Tuesday,0,1,Custom Badging,Environment,1,0
OnePlan,111,Pass,4/20/2016,0,10111,Wednesday,0,1,Register,0,1,0
OnePlan,112,Pass,4/21/2016,0,10112,Thursday,0,1,Custom Badging,0,1,0
OnePlan,113,Pass,4/22/2016,0,10113,Friday,0,3,Tag,0,3,0
OnePlan,114,Fail,4/23/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10114,Saturday,0,3,Cart Updation,Data,3,0
OnePlan,115,Fail,4/24/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10115,Sunday,0,4,Badging,Environment,4,0
OnePlan,116,Pass,4/25/2016,0,10116,Monday,0,1,login,0,1,0
OnePlan,117,Fail,4/26/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10117,Tuesday,0,1,Unsubscribe,Requirement,1,0
OnePlan,118,Pass,4/27/2016,0,10118,Wednesday,0,1,Unsubscribe,0,1,0
OnePlan,119,Pass,4/28/2016,0,10119,Thursday,0,1,Custom Badging,0,1,0
OnePlan,120,Fail,4/29/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10120,Friday,0,3,Promo,Requirement,3,0
OnePlan,121,Pass,4/30/2016,0,10121,Saturday,0,3,Register,0,3,0
OnePlan,122,Pass,5/1/2016,0,10122,Sunday,0,4,Badging,0,4,0
OnePlan,123,Pass,5/2/2016,0,10123,Monday,0,1,Subscribe,0,1,0
OnePlan,124,Fail,5/3/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10124,Tuesday,0,1,Register,Environment,1,0
OnePlan,125,Pass,5/4/2016,0,10125,Wednesday,0,1,Promo,0,1,0
OnePlan,126,Pass,5/5/2016,0,10126,Thursday,0,1,Register,0,1,0
OnePlan,127,Pass,5/6/2016,0,10127,Friday,0,3,Subscribe,0,3,0
OnePlan,128,Pass,5/7/2016,0,10128,Saturday,0,3,Unsubscribe,0,3,0
OnePlan,129,Pass,5/8/2016,0,10129,Sunday,0,4,Tag,0,4,0
OnePlan,130,Pass,5/9/2016,0,10130,Monday,0,1,Promo,0,1,0
OnePlan,131,Fail,5/10/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10131,Tuesday,0,1,Register,Environment,1,0
OnePlan,132,Pass,5/11/2016,0,10132,Wednesday,0,1,Subscribe,0,1,0
OnePlan,133,Pass,5/12/2016,0,10133,Thursday,0,1,Custom Badging,0,1,0
OnePlan,134,Pass,5/13/2016,0,10134,Friday,0,3,Cart Updation,0,3,0
OnePlan,135,Fail,5/14/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10135,Saturday,0,3,Tag,Functional,3,0
OnePlan,136,Fail,5/15/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10136,Sunday,0,4,Register,Environment,4,0
OnePlan,137,Pass,5/16/2016,0,10137,Monday,0,1,Tag,0,1,0
OnePlan,138,Pass,5/17/2016,0,10138,Tuesday,0,1,Promo,0,1,0
OnePlan,139,Fail,5/18/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10139,Wednesday,0,1,Promo,Functional,1,0
OnePlan,140,Pass,5/19/2016,0,10140,Thursday,0,1,Register,0,1,0
OnePlan,141,Fail,5/20/2016,STG2.0|for x in range(10)|List out of index [15]|looping,10141,Friday,0,3,End to End,Functional,3,0
OnePlan,142,Fail,5/21/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data,10142,Saturday,0,3,Subscribe,Data,3,0
OnePlan,143,Fail,5/22/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10143,Sunday,0,4,login,Environment,4,0
OnePlan,144,Fail,5/23/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10144,Monday,0,1,Unsubscribe,Functional,1,0
OnePlan,145,Pass,5/24/2016,0,10145,Tuesday,0,1,Subscribe,0,1,0
OnePlan,146,Pass,5/25/2016,0,10146,Wednesday,0,1,Promo,0,1,0
OnePlan,147,Pass,5/26/2016,0,10147,Thursday,0,1,Cart Updation,0,1,0
OnePlan,148,Fail,5/27/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading",10148,Friday,0,3,End to End,Data,3,0
OnePlan,149,Fail,5/28/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10149,Saturday,0,3,Cart Updation,Environment,3,0
OnePlan,150,Pass,5/29/2016,0,10150,Sunday,0,4,End to End,0,4,0
OnePlan,151,Fail,5/30/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10151,Monday,0,1,Cart Updation,Environment,1,0
OnePlan,152,Pass,5/31/2016,0,10152,Tuesday,0,1,Promo,0,1,0
OnePlan,153,Pass,6/1/2016,0,10153,Wednesday,0,1,Unsubscribe,0,1,0
OnePlan,154,Pass,6/2/2016,0,10154,Thursday,0,1,Subscribe,0,1,0
OnePlan,155,Pass,6/3/2016,0,10155,Friday,0,3,Cart Updation,0,3,0
OnePlan,156,Pass,6/4/2016,0,10156,Saturday,0,3,login,0,3,0
OnePlan,157,Pass,6/5/2016,0,10157,Sunday,0,4,Tag,0,4,0
OnePlan,158,Pass,6/6/2016,0,10158,Monday,0,1,Tag,0,1,0
OnePlan,159,Fail,6/7/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,10159,Tuesday,0,1,Custom Badging,Data,1,0
OnePlan,160,Pass,6/8/2016,0,10160,Wednesday,0,1,Register,0,1,0
OnePlan,161,Fail,6/9/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,10161,Thursday,0,1,Custom Badging,Functional,1,0
OnePlan,162,Pass,6/10/2016,0,10162,Friday,0,3,Cart Updation,0,3,0
OnePlan,163,Fail,6/11/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10163,Saturday,0,3,Badging,Functional,3,0
OnePlan,164,Fail,6/12/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data,10164,Sunday,0,4,login,Environment,4,0
OnePlan,165,Pass,6/13/2016,0,10165,Monday,0,1,Unsubscribe,0,1,0
OnePlan,166,Pass,6/14/2016,0,10166,Tuesday,0,1,Register,0,1,0
OnePlan,167,Fail,6/15/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,10167,Wednesday,0,1,Tag,Environment,1,0
OnePlan,168,Pass,6/16/2016,0,10168,Thursday,0,1,Cart Updation,0,1,0
OnePlan,169,Pass,6/17/2016,0,10169,Friday,0,3,End to End,0,3,0
OnePlan,170,Fail,6/18/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10170,Saturday,0,3,Cart Updation,Functional,3,0
OnePlan,171,Pass,6/19/2016,0,10171,Sunday,0,4,Tag,0,4,0
OnePlan,172,Fail,6/20/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10172,Monday,0,1,Promo,Data,1,0
OnePlan,173,Pass,6/21/2016,0,10173,Tuesday,0,1,Unsubscribe,0,1,0
OnePlan,174,Pass,6/22/2016,0,10174,Wednesday,0,1,End to End,0,1,0
OnePlan,175,Pass,6/23/2016,0,10175,Thursday,0,1,Tag,0,1,0
OnePlan,176,Pass,6/24/2016,0,10176,Friday,0,3,Badging,0,3,0
OnePlan,177,Pass,6/25/2016,0,10177,Saturday,0,3,Badging,0,3,0
OnePlan,178,Pass,6/26/2016,0,10178,Sunday,0,4,Unsubscribe,0,4,0
OnePlan,179,Fail,6/27/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10179,Monday,0,1,Unsubscribe,Requirement,1,0
OnePlan,180,Pass,6/28/2016,0,10180,Tuesday,0,1,login,0,1,0
OnePlan,181,Pass,6/29/2016,0,10181,Wednesday,0,1,login,0,1,0
OnePlan,182,Fail,6/30/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10182,Thursday,0,1,login,Functional,1,0
OnePlan,183,Pass,7/1/2016,0,10183,Friday,0,3,Cart Updation,0,3,0
OnePlan,184,Pass,7/2/2016,0,10184,Saturday,0,3,Subscribe,0,3,0
OnePlan,185,Pass,7/3/2016,0,10185,Sunday,0,4,Unsubscribe,0,4,0
OnePlan,186,Fail,7/4/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting",10186,Monday,Independence Day,1,Unsubscribe,Data,1,4
OnePlan,187,Fail,7/5/2016,STG2.0|while var >! 0:  |invalid operator|validation,10187,Tuesday,0,1,login,Data,1,0
OnePlan,188,Fail,7/6/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10188,Wednesday,0,1,End to End,Functional,1,0
OnePlan,189,Pass,7/7/2016,0,10189,Thursday,0,1,Promo,0,1,0
OnePlan,190,Fail,7/8/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10190,Friday,0,3,Unsubscribe,Environment,3,0
OnePlan,191,Pass,7/9/2016,0,10191,Saturday,0,3,Subscribe,0,3,0
OnePlan,192,Pass,7/10/2016,0,10192,Sunday,0,4,login,0,4,0
OnePlan,193,Fail,7/11/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,10193,Monday,0,1,Subscribe,Requirement,1,0
OnePlan,194,Pass,7/12/2016,0,10194,Tuesday,0,1,Custom Badging,0,1,0
OnePlan,195,Fail,7/13/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,10195,Wednesday,0,1,Register,Environment,1,0
OnePlan,196,Pass,7/14/2016,0,10196,Thursday,0,1,Tag,0,1,0
OnePlan,197,Fail,7/15/2016,STG2.0|for x in range(10)|List out of index [15]|looping,10197,Friday,0,3,login,Requirement,3,0
OnePlan,198,Fail,7/16/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10198,Saturday,0,3,login,Environment,3,0
OnePlan,199,Pass,7/17/2016,0,10199,Sunday,0,4,Cart Updation,0,4,0
OnePlan,200,Pass,7/18/2016,0,10200,Monday,0,1,Custom Badging,0,1,0
OnePlan,201,Pass,7/19/2016,0,10201,Tuesday,0,1,Promo,0,1,0
OnePlan,202,Pass,7/20/2016,0,10202,Wednesday,0,1,Badging,0,1,0
OnePlan,203,Pass,7/21/2016,0,10203,Thursday,0,1,Tag,0,1,0
OnePlan,204,Fail,7/22/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10204,Friday,0,3,Custom Badging,Data,3,0
OnePlan,205,Fail,7/23/2016,PROD2.0|np.arange(8)|numpy array out of range|looping,10205,Saturday,0,3,End to End,Functional,3,0
OnePlan,206,Pass,7/24/2016,0,10206,Sunday,0,4,Tag,0,4,0
OnePlan,207,Pass,7/25/2016,0,10207,Monday,0,1,login,0,1,0
OnePlan,208,Fail,7/26/2016,STG2.0|for i in Age|list index out of range|looping,10208,Tuesday,0,1,Register,Environment,1,0
OnePlan,209,Pass,7/27/2016,0,10209,Wednesday,0,1,Badging,0,1,0
OnePlan,210,Fail,7/28/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10210,Thursday,0,1,Badging,Requirement,1,0
OnePlan,211,Pass,7/29/2016,0,10211,Friday,0,3,Register,0,3,0
OnePlan,212,Fail,7/30/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10212,Saturday,0,3,Subscribe,Data,3,0
OnePlan,213,Fail,7/31/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10213,Sunday,0,4,Register,Data,4,0
OnePlan,214,Fail,8/1/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10214,Monday,0,1,Cart Updation,Functional,1,0
OnePlan,215,Fail,8/2/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10215,Tuesday,0,1,Cart Updation,Functional,1,0
OnePlan,216,Pass,8/3/2016,0,10216,Wednesday,0,1,Register,0,1,0
OnePlan,217,Pass,8/4/2016,0,10217,Thursday,0,1,Tag,0,1,0
OnePlan,218,Pass,8/5/2016,0,10218,Friday,0,3,login,0,3,0
OnePlan,219,Pass,8/6/2016,0,10219,Saturday,0,3,Unsubscribe,0,3,0
OnePlan,220,Fail,8/7/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",10220,Sunday,0,4,Badging,Environment,4,0
OnePlan,221,Pass,8/8/2016,0,10221,Monday,0,1,Cart Updation,0,1,0
OnePlan,222,Fail,8/9/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data",10222,Tuesday,0,1,End to End,Data,1,0
OnePlan,223,Pass,8/10/2016,0,10223,Wednesday,0,1,End to End,0,1,0
OnePlan,224,Pass,8/11/2016,0,10224,Thursday,0,1,Tag,0,1,0
OnePlan,225,Fail,8/12/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10225,Friday,0,3,Badging,Functional,3,0
OnePlan,226,Fail,8/13/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping",10226,Saturday,0,3,Register,Requirement,3,0
OnePlan,227,Fail,8/14/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing,10227,Sunday,0,4,Promo,Environment,4,0
OnePlan,228,Pass,8/15/2016,0,10228,Monday,0,1,Subscribe,0,1,0
OnePlan,229,Fail,8/16/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10229,Tuesday,0,1,Tag,Data,1,0
OnePlan,230,Fail,8/17/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10230,Wednesday,0,1,Subscribe,Requirement,1,0
OnePlan,231,Pass,8/18/2016,0,10231,Thursday,0,1,Subscribe,0,1,0
OnePlan,232,Pass,8/19/2016,0,10232,Friday,0,3,Custom Badging,0,3,0
OnePlan,233,Fail,8/20/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,10233,Saturday,0,3,Register,Requirement,3,0
OnePlan,234,Pass,8/21/2016,0,10234,Sunday,0,4,Cart Updation,0,4,0
OnePlan,235,Pass,8/22/2016,0,10235,Monday,0,1,Cart Updation,0,1,0
OnePlan,236,Fail,8/23/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10236,Tuesday,0,1,login,Requirement,1,0
OnePlan,237,Fail,8/24/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10237,Wednesday,0,1,Badging,Functional,1,0
OnePlan,238,Fail,8/25/2016,STG2.0|while var >! 0:  |invalid operator|validation,10238,Thursday,0,1,Cart Updation,Environment,1,0
OnePlan,239,Pass,8/26/2016,0,10239,Friday,0,3,login,0,3,0
OnePlan,240,Fail,8/27/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10240,Saturday,0,3,Tag,Functional,3,0
OnePlan,241,Fail,8/28/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,10241,Sunday,0,4,Subscribe,Functional,4,0
OnePlan,242,Pass,8/29/2016,0,10242,Monday,0,1,Cart Updation,0,1,0
OnePlan,243,Pass,8/30/2016,0,10243,Tuesday,0,1,Subscribe,0,1,0
OnePlan,244,Fail,8/31/2016,STG2.0|while var >! 0:  |invalid operator|validation,10244,Wednesday,0,1,End to End,Functional,1,0
OnePlan,245,Pass,9/1/2016,0,10245,Thursday,0,1,Custom Badging,0,1,0
OnePlan,246,Fail,9/2/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10246,Friday,0,3,Subscribe,Environment,3,0
